"PWS ID","PWS Name","Primacy Agency","Owner Type","Primary Source","Population Served Count","Address Line1","Address Line2","City Name","State Code","Zip Code","First Reported Date","Last Reported Date"
"NC0276035","FRANKLINVILLE, TOWN OF","North Carolina","Local government","Surface water purchased","1,360","PO BOX 277","-","FRANKLINVILLE","NC","27248","24-JAN-1981","28-JUN-2018"
"PA7670113","FRANKLINTOWN BORO MUNI AUTH","Pennsylvania","Local government","Ground water","705","P.O. BOX 135","-","FRANKLINTOWN","PA","17323","05-AUG-1982","28-JUN-2018"
"LA1117002","TOWN OF FRANKLINTON WATER SYSTEM","Louisiana","Local government","Ground water","4,150","-","301 ELEVENTH AVENUE","FRANKLINTON","LA","70438","06-MAR-1980","13-JUN-2018"
"LA1117003","RURAL FRANKLINTON WATER","Louisiana","Local government","Ground water","3,150","REGINALD MCMASTERS","422 11TH AVE","FRANKLINTON","LA","70438","06-MAR-1980","13-JUN-2018"
"NY2902822","FRANKLIN SQUARE WD","New York","Public/Private","Ground water","20,000","-","P.O. BOX 177","FRANKLIN SQUARE","NY","11010","29-JAN-1981","20-JUN-2018"
"GA1190002","FRANKLIN SPRINGS","Georgia","Local government","Surface water purchased","650","POB 207","-","FRANKLIN SPRINGS","GA","30639-0207","12-MAR-1980","04-MAY-2018"
"IL0310960","FRANKLIN PARK","Illinois","Local government","Surface water purchased","18,333","9500 WEST BELMONT AVE","-","FRANKLIN PARK","IL","60131","13-FEB-1981","13-JUN-2018"
"IL0315880","LEYDEN TWSP WATER DISTRICT","Illinois","Local government","Surface water purchased","16,000","2501 MANNHEIM RD","-","FRANKLIN PARK","IL","60131","13-FEB-1981","13-JUN-2018"
"IL1030250","FRANKLIN GROVE","Illinois","Local government","Ground water","1,100","302 WEST LAHMAN","-","FRANKLIN GROVE","IL","61031","13-FEB-1981","13-JUN-2018"
"OH7300303","SCIOTO WATER, INC.-ROSE HILL","Ohio","Private","Ground water","10,038","4707 GALLIA PIKE","-","FRANKLIN FURNACE","OH","45629","30-JAN-1981","26-JUN-2018"
"NE3106104","FRANKLIN, CITY OF","Nebraska","Local government","Ground water","1,000","619 15TH AVE","-","FRANKLIN","NE","68939","04-APR-1979","29-JUN-2018"
"IN5241010","INDIANA MASONIC HOME","Indiana","Private","Ground water purchased","579","690 State Street","-","FRANKLIN","IN","46131","21-JAN-1981","13-JUN-2018"
"IL1370150","FRANKLIN","Illinois","Local government","Surface water purchased","800","VILLAGE HALL - 112 MAIN STREET","P.O. BOX 119","FRANKLIN","IL","62638","13-FEB-1981","13-JUN-2018"
"WI2410563","FRANKLIN WATER UTILITY","Wisconsin","Local government","Surface water purchased","22,500","9229  WEST LOOMIS ROAD","-","FRANKLIN","WI","53132","28-JAN-1981","14-JUN-2018"
"LA1101003","FRANKLIN WATER SUPPLY","Louisiana","Local government","Surface water","8,500","CITY OF FRANKLIN","P.O. BOX 567","FRANKLIN","LA","70538","06-MAR-1980","13-JUN-2018"
"ME0090570","FRANKLIN WATER DEPT","Maine","Local government","Ground water","525","PO BOX 206","-","FRANKLIN","ME","04634","08-MAR-1979","17-MAY-2018"
"KY1070144","FRANKLIN WATER WORKS","Kentucky","Local government","Surface water","13,068","PO BOX 2805","-","FRANKLIN","KY","42134","10-FEB-1979","16-MAY-2018"
"WV3303602","FRANKLIN, MUNICIPALITY OF","West Virginia","Local government","Surface water","1,402","-","PO BOX 483","FRANKLIN","WV","26807","27-MAR-1979","22-MAY-2018"
"TN0000247","MILCROFTON UTILITY DISTRICT","Tennessee","Local government","Surface water purchased","23,078","6333 ARNO ROAD","-","FRANKLIN","TN","37064","08-MAR-1979","15-MAY-2018"
"MA2101000","FRANKLIN WATER DEPARTMENT","Massachusetts","Local government","Ground water","33,753","257 FISHER STREET","-","FRANKLIN","MA","02038","26-FEB-1979","18-JUN-2018"
"NJ1906002","FRANKLIN BOARD OF PUBLIC","New Jersey","Local government","Ground water","5,500","46 MAIN ST","-","FRANKLIN","NJ","07416","01-MAR-1980","21-JUN-2018"
"NC0157010","FRANKLIN, TOWN OF","North Carolina","Local government","Surface water","9,650","PO BOX 1479","TOWN OF FRANKLIN","FRANKLIN","NC","28744","12-MAR-1980","28-JUN-2018"
"OH8300412","FRANKLIN PUBLIC WATER SYSTEM","Ohio","Private","Ground water","11,396","202 BAXTER DR.","-","FRANKLIN","OH","45005","30-JAN-1981","26-JUN-2018"
"NH0851010","FRANKLIN WATER WORKS","New Hampshire","Local government","Ground water","7,000","43 W BOW ST","-","FRANKLIN","NH","03235","08-MAR-1979","26-APR-2018"
"GA1490000","HEARD COUNTY WATER AUTHORITY","Georgia","Local government","Surface water","8,172","P.O. BOX 610","-","FRANKLIN","GA","30217-0610","12-MAR-1980","04-MAY-2018"
"TN0000428","MALLORY VALLEY UTILITY DISTRICT","Tennessee","Local government","Surface water purchased","21,314","P.O. BOX 936","-","FRANKLIN","TN","37065-0936","08-MAR-1979","15-MAY-2018"
"PA6610020","GENERAL AUTHORITY OF FRANKLIN","Pennsylvania","Local government","Ground water","8,600","430 13TH STREET","-","FRANKLIN","PA","16323","12-FEB-1979","28-JUN-2018"
"TX1980013","ROBERTSON COUNTY WSC","Texas","Local government","Ground water","3,102","PO BOX 875","-","FRANKLIN","TX","77856-0875","14-MAR-1980","18-JUN-2018"
"TN0000699","H.B.& T.S. UTILITY DISTRICT","Tennessee","Local government","Surface water purchased","24,703","505 DOWNS BOULEVARD","-","FRANKLIN","TN","37064","08-MAR-1979","15-MAY-2018"
"VA3620350","FRANKLIN, CITY OF","Virginia","Local government","Ground water","9,000","1050 Pretlow Road","P.O. Box 179","FRANKLIN","VA","23851","10-FEB-1979","22-MAY-2018"
"TN0000246","FRANKLIN WATER DEPT","Tennessee","Local government","Surface water","68,813","109 3RD AVENUE, SOUTH","-","FRANKLIN","TN","37064","08-MAR-1979","15-MAY-2018"
"ID6210007","FRANKLIN CITY OF","Idaho","Local government","Groundwater under influence of surface water","950","PO BOX 69","-","FRANKLIN","ID","83237","13-MAR-1980","01-JUN-2018"
"TX1980003","CITY OF FRANKLIN","Texas","Local government","Ground water","1,564","PO BOX 428","-","FRANKLIN","TX","77856-0428","14-MAR-1980","18-JUN-2018"
"KY0370346","PEAKS MILL WATER DISTRICT","Kentucky","Local government","Surface water purchased","3,454","7165 US 127 NORTH","-","FRANKFORT","KY","40601","10-FEB-1979","16-MAY-2018"
"KY0370128","FARMDALE WATER DISTRICT","Kentucky","Local government","Surface water purchased","8,203","100 HIGHWOOD DR","-","FRANKFORT","KY","40601","10-FEB-1979","16-MAY-2018"
"MI0002430","FRANKFORT, CITY OF","Michigan","Local government","Ground water","1,286","P.O. Box 351","-","FRANKFORT","MI","49635-0351","03-FEB-1981","26-JUN-2018"
"KY0370137","ELKHORN WATER DISTRICT","Kentucky","Local government","Surface water purchased","1,590","PO BOX 67","-","FRANKFORT","KY","40602","10-FEB-1979","16-MAY-2018"
"NY2102305","FRANKFORT WD #4 (ILION)","New York","Local government","Surface water purchased","535","140 S. LITCHFIELD ST.","FRANKFORT TOWN BLDG.","FRANKFORT","NY","13340","29-JAN-1981","20-JUN-2018"
"KS2011708","FRANKFORT, CITY OF","Kansas","Local government","Ground water","692","109 N KANSAS","-","FRANKFORT","KS","66427","13-APR-1979","29-JUN-2018"
"IN5212003","FRANKFORT WATER WORKS","Indiana","Local government","Ground water","17,250","2105 West Armstrong Road","-","FRANKFORT","IN","46041","21-JAN-1981","13-JUN-2018"
"KY0370143","FRANKFORT PLANT BOARD","Kentucky","Local government","Surface water","52,153","PO BOX 308","-","FRANKFORT","KY","40602","10-FEB-1979","16-MAY-2018"
"NY2102301","FRANKFORT (V) WATER WORKS","New York","Local government","Ground water","2,995","VILLAGE OF FRANKFORT","110 RAILROAD ST., SUITE 1","FRANKFORT","NY","13340","29-JAN-1981","20-JUN-2018"
"IL0310360","BURNHAM","Illinois","Local government","Surface water purchased","4,160","P.O. BOX 222","-","FRANKFORT","IL","60423","13-FEB-1981","13-JUN-2018"
"OH7100712","FRANKFORT VILLAGE PWS","Ohio","Local government","Ground water","1,100","20 N MAIN ST","PO BOX 351","FRANKFORT","OH","45628","30-JAN-1981","26-JUN-2018"
"IL1970400","FRANKFORT","Illinois","Local government","Ground water","24,648","432 WEST NEBRASKA STREET","-","FRANKFORT","IL","60423","13-FEB-1981","13-JUN-2018"
"NY2102303","FRANKFORT WD #2","New York","Local government","Ground water purchased","700","-","140 S. LITCHFIELD ST.","FRANKFORT","NY","13340","29-JAN-1981","20-JUN-2018"
"DE0000825","DEWEY BEACH WATER DEPARTMENT","Delaware","Local government","Ground water purchased","22,400","33711 South Coastal Lane","-","FRANKFORD","DE","19945","15-OCT-1980","21-MAY-2018"
"MI0002425","FRANKENMUTH TOWNSHIP","Michigan","Local government","Surface water purchased","1,389","PO BOX 245","-","FRANKENMUTH","MI","48734-0245","03-FEB-1981","26-JUN-2018"
"MI0002420","FRANKENMUTH, CITY OF","Michigan","Local government","Surface water purchased","4,944","240 WEST GENESEE","-","FRANKENMUTH","MI","48734","03-FEB-1981","26-JUN-2018"
"IN5226002","FRANCISCO WATER DEPARTMENT","Indiana","Local government","Surface water purchased","802","P.O. Box 66","-","FRANCISCO","IN","47649-0066","21-JAN-1981","13-JUN-2018"
"UTAH22004","FRANCIS TOWN WATER SYSTEM","Utah","Local government","Ground water","1,100","1914 S SR 32","-","FRANCIS","UT","84036","13-FEB-1979","14-FEB-2018"
"IN5266001","FRANCESVILLE WATER DEPARTMENT","Indiana","Local government","Ground water","969","P.O. Box 616","-","FRANCESVILLE","IN","47946","21-JAN-1981","13-JUN-2018"
"MA3100000","FRAMINGHAM WATER DEPT. (MWRA)","Massachusetts","Local government","Surface water purchased","68,318","100 WESTERN AVE","-","FRAMINGHAM","MA","01702","26-FEB-1979","18-JUN-2018"
"WV3300404","SUGAR CREEK PSD","West Virginia","Local government","Surface water","1,396","PO BOX 427","-","FRAMETOWN","WV","26623","27-MAR-1979","22-MAY-2018"
"MS0460005","FOXWORTH WATER & SEWERAGE ASSN","Mississippi","Public/Private","Ground water","1,000","1608 HWY 35 SOUTH","-","FOXWORTH","MS","39483","28-FEB-1979","28-JUN-2018"
"MS0460012","MT GILEAD-IMPROVE WATER ASSN","Mississippi","Public/Private","Ground water","2,513","1608 HWY 35 SOUTH","-","FOXWORTH","MS","39483","28-FEB-1979","28-JUN-2018"
"MS0460013","WEST MARION WATER ASSOCIATION","Mississippi","Public/Private","Ground water","1,600","1410 NEW HOPE CHURCH RD","-","FOXWORTH","MS","39483","05-JAN-1982","28-JUN-2018"
"PA6160004","FOXBURG AREA WATER & SEWER AUT","Pennsylvania","Local government","Ground water","925","P.O. BOX 2","-","FOXBURG","PA","16036","12-FEB-1979","28-JUN-2018"
"MA4099000","FOXBORO WATER DEPARTMENT","Massachusetts","Local government","Ground water","17,011","70 ELM STREET","-","FOXBOROUGH","MA","02035","26-FEB-1979","18-JUN-2018"
"IL1110200","FOX RIVER GROVE","Illinois","Local government","Ground water","4,854","VILLAGE OF FOX RIVER GROVE","305 ILLINOIS","FOX RIVER GROVE","IL","60021","13-FEB-1981","13-JUN-2018"
"WI2410584","FOX POINT WATERWORKS","Wisconsin","Local government","Surface water purchased","6,808","7200 N SANTA MONICA BLVD","-","FOX POINT","WI","53217-3505","28-JAN-1981","14-JUN-2018"
"WI1140145","FOX LAKE WATERWORKS","Wisconsin","Local government","Ground water","1,512","248 E STATE ST","PO BOX 105","FOX LAKE","WI","53933-0105","28-JAN-1981","14-JUN-2018"
"IL0970200","FOX LAKE","Illinois","Local government","Ground water","6,020","66 Thillen Dr.","-","FOX LAKE","IL","60020","13-FEB-1981","13-JUN-2018"
"IL0975780","FOX LAKE PLANT 2","Illinois","Local government","Ground water","3,460","66 Thillen Dr.","-","FOX LAKE","IL","60020","13-FEB-1981","13-JUN-2018"
"MI0002400","FOWLERVILLE, VILLAGE OF","Michigan","Local government","Ground water","2,951","213 SOUTH GRAND AVENUE","-","FOWLERVILLE","MI","48836-0677","03-FEB-1981","26-JUN-2018"
"IN5204006","FOWLER WATER WORKS","Indiana","Local government","Ground water","2,317","307 East 5th Street","-","FOWLER","IN","47944","21-JAN-1981","13-JUN-2018"
"CO0145210","FOWLER TOWN OF","Colorado","Local government","Groundwater under influence of surface water","1,169","317 S MAIN ST","-","FOWLER","CO","81039","20-MAR-1979","15-MAY-2018"
"CA1010006","CITY OF FOWLER","California","Local government","Ground water","5,801","128 S. Fifth Street","-","FOWLER","CA","93625","22-MAR-1979","17-MAY-2018"
"KS2011901","FOWLER, CITY OF","Kansas","Local government","Ground water","544","508 MAIN ST","PO BOX 47","FOWLER","KS","67844-0047","13-APR-1979","29-JUN-2018"
"MI0002390","FOWLER, VILLAGE OF","Michigan","Local government","Ground water","1,136","PO Box 197","-","FOWLER","MI","48835-0197","03-FEB-1981","26-JUN-2018"
"NC0351035","FOUR OAKS, TOWN OF","North Carolina","Local government","Surface water purchased","2,940","304 NORTH MAIN ST.","-","FOUR OAKS","NC","27524","12-MAR-1980","28-JUN-2018"
"PA1090097","OLDE COLONIAL GREENE","Pennsylvania","Public/Private","Ground water","900","P O BOX 557","-","FOUNTAINVILLE","PA","18923","29-MAR-1980","28-JUN-2018"
"CA3010069","CITY OF FOUNTAIN VALLEY","California","Local government","Surface water purchased","56,464","17300 MT. HERRMANN STREET","-","FOUNTAIN VALLEY","CA","92708","22-MAR-1979","17-MAY-2018"
"KY0860141","FOUNTAIN RUN WATER DISTRICT #1","Kentucky","Local government","Surface water purchased","1,485","PO BOX 118","-","FOUNTAIN RUN","KY","42133","10-FEB-1979","16-MAY-2018"
"AR0000016","FOUNTAIN HILL WATERWORKS","Arkansas","Local government","Ground water","895","P O BOX 97","-","FOUNTAIN HILL","AR","71642-0000","29-MAR-1979","18-JUN-2018"
"UTAH20003","FOUNTAIN GREEN","Utah","Local government","Ground water","960","PO BOX 184","-","FOUNTAIN GREEN","UT","84632","13-FEB-1979","14-FEB-2018"
"IN5289006","FOUNTAIN CITY WATER WORKS","Indiana","Local government","Ground water","735","P.O. Box 312","-","FOUNTAIN CITY","IN","47341","21-JAN-1981","13-JUN-2018"
"CO0121275","FOUNTAIN CITY OF","Colorado","Local government","Surface water purchased","21,000","116 S MAIN ST","-","FOUNTAIN","CO","80817","20-MAR-1979","15-MAY-2018"
"AR0000358","FOUKE WATERWORKS","Arkansas","Local government","Ground water","940","P O BOX 1","-","FOUKE","AR","71837-0000","29-MAR-1979","18-JUN-2018"
"OH7400411","FOSTORIA CITY","Ohio","Local government","Surface water","13,441","CITY OF FOSTORIA","213 S MAIN ST","FOSTORIA","OH","44830","30-JAN-1981","26-JUN-2018"
"CA4110021","ESTERO MUNICIPAL IMPROVEMENT DISTRICT","California","Local government","Surface water purchased","35,000","610 Foster City Boulevard","-","FOSTER CITY","CA","94404","22-MAR-1979","17-MAY-2018"
"IN5230003","FORTVILLE WATER WORKS","Indiana","Local government","Ground water","3,929","714 East Broadway","-","FORTVILLE","IN","46040-1557","21-JAN-1981","13-JUN-2018"
"CA1210006","FORTUNA, CITY OF","California","Local government","Ground water","11,649","P.O. Box 545","-","FORTUNA","CA","95540","22-MAR-1979","17-MAY-2018"
"TX2200078","TOWN OF WESTOVER HILLS","Texas","Local government","Surface water purchased","682","5824 MERRYMOUNT RD","-","FORT WORTH","TX","76107-3530","14-MAR-1980","18-JUN-2018"
"TX2200071","CITY OF SANSOM PARK","Texas","Local government","Ground water","4,695","5705 AZLE AVE","-","FORT WORTH","TX","76114-1120","14-MAR-1980","18-JUN-2018"
"TX2200012","CITY OF FORT WORTH","Texas","Local government","Surface water","806,380","200 TEXAS ST","-","FORT WORTH","TX","76102-6314","14-MAR-1980","18-JUN-2018"
"IN5202020","FORT WAYNE - 3 RIVERS FILTRATION PLANT","Indiana","Local government","Surface water","250,000","1100 Griswold Drive","-","FORT WAYNE","IN","46805-4100","21-JAN-1981","13-JUN-2018"
"IN5271018","AQUA INDIANA - WEDGEWOOD PARK WATER UTIL","Indiana","Private","Ground water purchased","645","14421 Illinois Road","-","FORT WAYNE","IN","46814","21-JAN-1981","13-JUN-2018"
"FL1460506","OKALOOSA CO.WTR.; SWR.SYSTEM","Florida","Local government","Ground water","76,205","1804 LEWIS TURNER BLVD.","SUITE 3000","FORT WALTON BEACH","FL","32541","10-FEB-1979","18-MAY-2018"
"OK2001207","FORT TOWSON","Oklahoma","Local government","Groundwater under influence of surface water","611","Don Mote","City Hall Box 451","FORT TOWSON","OK","74735","11-MAR-1980","28-JUN-2018"
"NM3527706","FORT SUMNER MUNICIPAL WATER SYSTEM","New Mexico","Local government","Ground water","2,304","-","PO Box 180","FORT SUMNER","NM","88119","12-MAR-1980","21-JUN-2018"
"TX1860001","CITY OF FORT STOCKTON","Texas","Local government","Ground water","12,502","PO BOX 1000","-","FORT STOCKTON","TX","79735-1000","14-MAR-1980","18-JUN-2018"
"GA0510107","USA-HUNTER ARMY AIRFIELD - MAIN","Georgia","Federal government","Ground water","7,500","US Army Garrison, Fort Stewart","1550 Veterans Parkway, Bldg 1137","FORT STEWART","GA","31314-5014","12-MAR-1980","04-MAY-2018"
"GA1790024","USA-FORT STEWART MAIN","Georgia","Federal government","Ground water","27,573","US Army Garrison, Fort Stewart","1550 Veterans Parkway, Bldg. 1137","FORT STEWART","GA","31314-4927","12-MAR-1980","04-MAY-2018"
"AR0000507","FORT SMITH WATER UTILITIES","Arkansas","Local government","Surface water","86,209","3900 KELLEY HIGHWAY","-","FORT SMITH","AR","72904","29-MAR-1979","18-JUN-2018"
"OK3001601","FORT SILL HQUSAFACFS","Oklahoma","Federal government","Surface water purchased","23,000","Attn: Ronnie Graves, General Manager","P.O. Box 33178","FORT SILL","OK","73503-0178","11-MAR-1980","28-JUN-2018"
"KS2001104","FORT SCOTT, CITY OF","Kansas","Local government","Surface water","7,773","910 S BURKE ST","PO BOX 151","FORT SCOTT","KS","66701-0151","13-APR-1979","29-JUN-2018"
"KS2001103","BOURBON CO RWD 2C","Kansas","Local government","Surface water purchased","7,050","715 215TH ST","-","FORT SCOTT","KS","66701","13-APR-1979","29-JUN-2018"
"KS2006114","FORT RILEY","Kansas","Federal government","Ground water","35,784","BLDG 407 PERSHING CT","-","FORT RILEY","KS","66442","13-APR-1979","29-JUN-2018"
"OH5400212","FT RECOVERY VILLAGE","Ohio","Local government","Ground water","1,430","201 SOUTH MAIN STREET","PO BOX 340","FORT RECOVERY","OH","45846-0340","30-JAN-1981","26-JUN-2018"
"NY2800139","FORT PLAIN (V) WATER WORKS","New York","Local government","Surface water","2,250","-","168 CANAL STREET","FORT PLAIN","NY","13339","29-JAN-1981","20-JUN-2018"
"SD4600130","FORT PIERRE","South Dakota","Local government","Surface water purchased","2,260","PO BOX 700","-","FORT PIERRE","SD","57532","13-FEB-1979","30-APR-2018"
"FL4560490","FT. PIERCE UTILITIES AUTHORITY","Florida","Local government","Ground water","58,000","P.O. BOX 3191","-","FORT PIERCE","FL","34948-3191","10-FEB-1979","18-MAY-2018"
"FL4560971","NORTH HUTCHINSON ISLAND","Florida","Private","Ground water purchased","3,954","2300 VIRGINIA AVE.","ROOM 227","FORT PIERCE","FL","34982","10-FEB-1979","18-MAY-2018"
"AL0000509","FORT PAYNE WATER WORKS BOARD","Alabama","Local government","Surface water","22,716","-","153 20TH STREET NE","FORT PAYNE","AL","35967","05-MAR-1980","11-MAY-2018"
"AL0001422","NORTHEAST ALABAMA WATER SYSTEM","Alabama","Local government","Surface water","42,609","-","PO Box 681359","FORT PAYNE","AL","35968","05-MAR-1980","11-MAY-2018"
"GA0470001","FORT OGLETHORPE","Georgia","Local government","Surface water purchased","9,446","POB 5509","-","FORT OGLETHORPE","GA","30742-5509","12-MAR-1980","04-MAY-2018"
"FL5360102","CITY OF FORT MYERS WATER TREATMENT PLANT","Florida","Local government","Ground water","77,879","2200 SECOND STREET","-","FORT MYERS","FL","33901","10-FEB-1979","18-MAY-2018"
"CO0144005","FT MORGAN CITY OF","Colorado","Local government","Surface water","12,000","701 E RAILROAD AVE","-","FORT MORGAN","CO","80701","20-MAR-1979","15-MAY-2018"
"CO0144020","MORGAN COUNTY QUALITY WD","Colorado","Local government","Surface water purchased","6,595","-","PO BOX 1218","FORT MORGAN","CO","80701","20-MAR-1979","15-MAY-2018"
"VA3650150","FORT MONROE","Virginia","Public/Private","Surface water purchased","620","VEOLIA NORTH AMERICA","57 Patch Road","FORT MONROE","VA","23651","10-FEB-1979","22-MAY-2018"
"AZ0408063","BERMUDA WATER COMPANY INC","Arizona","Public/Private","Ground water","18,000","ATTN STEVEN TAYLOR","4544 HWY 95","FORT MOHAVE","AZ","86426","05-OCT-1979","07-JUN-2018"
"SC4610003","FORT MILL TOWN OF (4610003)","South Carolina","Private","Surface water purchased","12,894","FORT MILL TOWN OF","PO BOX 159","FORT MILL","SC","29716-0159","10-FEB-1979","15-MAY-2018"
"SC4620001","RIVERVIEW RURAL CWS (4620001)","South Carolina","Local government","Surface water purchased","2,200","RIVERVIEW RURAL WATER CWS","601 KEOWEE LN","FORT MILL","SC","29708","10-FEB-1979","15-MAY-2018"
"SD4680002","FORT MEADE VA CENTER","South Dakota","Federal government","Surface water","800","113 COMMANCHE ROAD","-","FORT MEADE","SD","57741","28-JAN-1982","30-APR-2018"
"FL6530320","CITY OF FORT MEADE","Florida","Local government","Ground water","5,455","PO BOX 856","-","FORT MEADE","FL","33841","10-FEB-1979","18-MAY-2018"
"WI6420302","FORT MCCOY NORTH POST","Wisconsin","Federal government","Ground water","10,000","WATER & WASTEWTR BRANCH CHIEF","BLDG 2171 SOUTH 8TH AVE","FORT MCCOY","WI","54656","28-JAN-1981","14-JUN-2018"
"IA5625062","FT MADISON MUNI WATER WORKS","Iowa","Local government","Ground water","11,378","ATTN LARRY DRISCOLL   PUBLIC WORKS DIR.","PO BOX 240","FORT MADISON","IA","52627","27-FEB-1979","29-JUN-2018"
"CO0162291","FT LUPTON CITY OF","Colorado","Local government","Surface water","7,500","130 S MCKINLEY AVE","-","FORT LUPTON","CO","80621","20-MAR-1979","15-MAY-2018"
"OH7500312","FORT LORAMIE, VILLAGE OF PWS","Ohio","Local government","Ground water","1,497","P. O. BOX 10","-","FORT LORAMIE","OH","45845","30-JAN-1981","26-JUN-2018"
"KS2010311","FORT LEAVENWORTH AMERICAN WATER ENT INC","Kansas","Local government","Ground water","12,934","920 E WAREHOUSE RD","PO BOX 3214","FORT LEAVENWORTH","KS","66027","13-APR-1979","29-JUN-2018"
"FL4060486","FORT LAUDERDALE, CITY OF","Florida","Local government","Ground water","182,145","100 N. ANDREWS AVE","-","FORT LAUDERDALE","FL","33301","10-FEB-1979","18-MAY-2018"
"NY5201344","FOXCROFT VILLAGE","New York","Private","Ground water","800","100 Bay Colony Lane","-","FORT LAUDERDALE","FL","33308","29-JAN-1981","20-JUN-2018"
"ME0090560","FORT KENT W & W DEPARTMENT","Maine","Local government","Ground water","1,268","416 WEST MAIN STREET","-","FORT KENT","ME","04743","08-MAR-1979","17-MAY-2018"
"CA4710003","FORT JONES, TOWN OF","California","Local government","Ground water","675","P.O. BOX 40","-","FORT JONES","CA","96032","22-MAR-1979","17-MAY-2018"
"SC4010501","FORT JACKSON (4010501)","South Carolina","Federal government","Surface water purchased","32,391","PO BOX 10097","F1000 IVY RD","FORT JACKSON","SC","29207","11-MAR-1980","15-MAY-2018"
"AZ0402078","US ARMY FORT HUACHUCA","Arizona","Federal government","Ground water","15,603","ATTN Shannon Gutierrez","3040 BUTLER RD","FORT HUACHUCA","AZ","85613-7010","05-OCT-1979","07-JUN-2018"
"TX0140107","US ARMY SOUTH FORT HOOD","Texas","Federal government","Surface water purchased","35,669","PO BOX 5070","-","FORT HOOD","TX","76544-0070","14-MAR-1980","18-JUN-2018"
"TX1150005","FORT HANCOCK WCID","Texas","Local government","Ground water","1,800","PO BOX 65","-","FORT HANCOCK","TX","79839-0065","14-MAR-1980","18-JUN-2018"
"MI0002385","FORT GRATIOT TOWNSHIP","Michigan","Local government","Surface water purchased","11,153","3720 Keewahdin Road","-","FORT GRATIOT","MI","48059","03-FEB-1981","26-JUN-2018"
"OK3005103","MUSKOGEE CO. RWD #7","Oklahoma","Local government","Surface water purchased","1,710","Mr. Terry Swanner, Chariman","P.O. Box 907","FORT GIBSON","OK","74434","11-MAR-1980","28-JUN-2018"
"OK1021622","FORT GIBSON","Oklahoma","Local government","Surface water","4,700","Ms. Kathy Carson, Town Administrator","P.O. Box 218","FORT GIBSON","OK","74434","11-MAR-1980","28-JUN-2018"
"OK3005104","MUSKOGEE CO. RWD #4","Oklahoma","Local government","Surface water purchased","783","Mr. Dick Sheffield, Board Chairman","P.O. Box 758","FORT GIBSON","OK","74434","11-MAR-1980","28-JUN-2018"
"OK1021621","CHEROKEE CO. RWD #1 (FT GIBSON)","Oklahoma","Local government","Surface water","710","Dianne Barker-Harrold, Chairman","P.O. Box 622","FORT GIBSON","OK","74434","11-MAR-1980","28-JUN-2018"
"MD0020012","FORT GEORGE G. MEADE","Maryland","Federal government","Ground water","62,234","AMERICAN WATER MILITARY SERVICES","8688 Mapes Rd","FORT GEORGE MEADE","MD","20755","21-JAN-1982","31-MAY-2018"
"WV3305004","FORT GAY WATER WORKS","West Virginia","Local government","Surface water","2,287","FORT GAY WATER WORKS","PO BOX 336","FORT GAY","WV","25514","27-MAR-1979","22-MAY-2018"
"GA0610001","FORT GAINES","Georgia","Local government","Ground water","1,422","POB 251","-","FORT GAINES","GA","39851-0251","12-MAR-1980","04-MAY-2018"
"ME0090550","FORT FAIRFIELD UTILITIES DISTRICT","Maine","Local government","Surface water","2,135","PO BOX 267","-","FORT FAIRFIELD","ME","04742","08-MAR-1979","17-MAY-2018"
"VA3810210","FORT STORY","Virginia","Federal government","Surface water purchased","2,642","Bldg 1430 Monroe Avenue","P.O. Box N","FORT EUSTIS","VA","23604","21-JAN-1982","22-MAY-2018"
"VA3700100","FORT EUSTIS","Virginia","Federal government","Surface water purchased","16,900","Bldg 1430 Monroe Avenue","P.O. Box N","FORT EUSTIS","VA","23604","22-MAR-1980","22-MAY-2018"
"NY5700119","FORT EDWARD VILLAGE","New York","Local government","Surface water","3,152","-","118 BROADWAY","FORT EDWARD","NY","12828","29-JAN-1981","20-JUN-2018"
"NY2212214","FORT DRUM","New York","Federal government","Surface water purchased","34,000","CHIEF, ENVIRONMENTAL HEALTH BRANCH","US ARMY PREVENTATIVE MEDICINE SERVICES","FORT DRUM","NY","13602","29-JAN-1981","20-JUN-2018"
"IA9433050","FORT DODGE WATER SUPPLY","Iowa","Local government","Ground water","25,206","ATTN USW UTILITY GROUP TRAVIS PENDER","600 PHINNEY PARK DR","FORT DODGE","IA","50501","27-FEB-1979","29-JUN-2018"
"IA9464008","OTHO WATER SUPPLY","Iowa","Local government","Ground water","557","ATTN LINDA PARKER  WATER SUPT","2040 PARKER DR","FORT DODGE","IA","50501","27-FEB-1979","29-JUN-2018"
"AL0000846","FORT DEPOSIT WATER & SEWER BOARD","Alabama","Local government","Ground water","2,280","-","P O BOX 260","FORT DEPOSIT","AL","36032","05-MAR-1980","11-MAY-2018"
"TX1220001","FORT DAVIS WSC","Texas","Local government","Ground water","1,674","PO BOX 825","-","FORT DAVIS","TX","79734-0825","14-MAR-1980","18-JUN-2018"
"NY1600007","FORT COVINGTON WD","New York","Local government","Ground water","900","-","564 COUNTY ROUTE 42","FORT COVINGTON","NY","12937","29-JAN-1981","20-JUN-2018"
"CO0135291","FT COLLINS CITY OF","Colorado","Local government","Surface water","124,262","4316 LAPORTE AVE","-","FORT COLLINS","CO","80521","20-MAR-1979","15-MAY-2018"
